url,reviewer,reviewer_avatar,datetime,rating,text,language,id,place_id
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s106606676668303714211!2s0x0:0xf380b78af9afe86f?hl=en-US,Olga Mtz,https://lh5.googleusercontent.com/-3WN81NhPu6w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmNLXNMy1vgysXSYcE5EUpV-Fic9w/c0x00000000-cc-rp/photo.jpg,2019-07-03T06:40:00Z,5,Muy recomendable Excelente comida!! Y la atención ni hablar muy bien ☺,es,17546225955757877359-1562125237.625,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111841470830093314114!2s0x0:0xf380b78af9afe86f?hl=en-US,Paola Ramírez,https://lh3.googleusercontent.com/a-/AOh14GjMc4jwKld2B57JWMCimGpSUZ5Zzp4edHLN_yPCG5E=c0x00000000-cc-rp,2019-06-29T13:40:00Z,5,"La cocina es un lugar pequeño con comida casera en 3 tiempos y postre, pero con un plus que la hace especial ""barra de ensaladas"". El sabor de la comida es bueno, los menús variados y con ingredientes de buena calidad, pero el hecho de tener una barra de ensaladas para el segundo tiempo es súper sobre todo porque te puedes servir vegetales frescos con semillas y aderezos deliciosos. El menú incluye agua y postre, el precio por persona está entre $75 y $85 pesos.",es,17546225955757877359-1561804827.205,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s118105634233587471661!2s0x0:0xf380b78af9afe86f?hl=en-US,Ruth Esparza,https://lh5.googleusercontent.com/-Vy9cwUxGNpM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckvxW2m9QivYw-rUHPo5J5b7sSBhw/c0x00000000-cc-rp/photo.jpg,2019-06-17T03:55:00Z,5,"Excelente sazón, menú y precios. Agradable ambiente. Altamente recomendable. La barra de ensaladas es buenísima",es,17546225955757877359-1560732922.393,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s104121444109381257084!2s0x0:0xf380b78af9afe86f?hl=en-US,LISHA ARAGON,https://lh3.googleusercontent.com/-I3N8CQtpysI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmv1MpP326TiwRo5JODfrKRrFx8Wg/c0x00000000-cc-rp/photo.jpg,2019-06-05T07:50:00Z,5,"La comida y presentación muy buena, les falta mucho servicio y otro mesero.",es,17546225955757877359-1559710248.713,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113754623273256805550!2s0x0:0xf380b78af9afe86f?hl=en-US,Alejandro Nava,https://lh3.googleusercontent.com/a-/AOh14Gg6Gs9eqB70EsZdBfQ5GtBuF-KUivSJzq10zjaIBw=c0x00000000-cc-rp,2019-05-25T20:42:00Z,5,"Muy buen lugar para comer, de lunes a viernes hay especialidad en platillos. Costo 85 pesos",es,17546225955757877359-1558806124.099,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115136712559474219830!2s0x0:0xf380b78af9afe86f?hl=en-US,Jose Manuel Ortega,https://lh3.googleusercontent.com/a-/AOh14GjxNNnwcJcotSN0c3PPjsEO80z_oRQ49FSjj4WslbI=c0x00000000-cc-rp,2019-05-23T06:44:00Z,5,"Muy buena calidad de alimentos, buen $",es,17546225955757877359-1558583090.536,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115753014124174873225!2s0x0:0xf380b78af9afe86f?hl=en-US,Gustavo Pimentel,https://lh3.googleusercontent.com/a-/AOh14Gg4xDrYzwfUkg9LRe4gFT0aDXORooCfj8M8aSnn0jk=c0x00000000-cc-rp,2019-05-05T19:49:00Z,5,Fonda muy padre para la semana,es,17546225955757877359-1557074954.46,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117233226367785640893!2s0x0:0xf380b78af9afe86f?hl=en-US,Rolando Landis,https://lh3.googleusercontent.com/a-/AOh14GgN7EJ9jTcQO25qvSeymaFqPl_ZxUbBQ1Xi1DRY=c0x00000000-cc-rp,2019-05-04T00:14:00Z,4,Muy buena,es,17546225955757877359-1556918065.582,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110159577165377318934!2s0x0:0xf380b78af9afe86f?hl=en-US,Rafael Bonilla,https://lh5.googleusercontent.com/-lS-KWqBIQdc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpFeBWQTsZeno3MOJB_uoSJs-sJg/c0x00000000-cc-rp/photo.jpg,2019-04-24T05:05:00Z,5,Comida muy rica,es,17546225955757877359-1556071549.88,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102465200734245409971!2s0x0:0xf380b78af9afe86f?hl=en-US,Ruben Bravo,https://lh3.googleusercontent.com/a-/AOh14Gi6Jn5x1W9pvY_wS4IwEcsQoHinQZ5H4m8Pj6ldaQ=c0x00000000-cc-rp,2019-04-15T02:41:00Z,5,Muy buen lugar para comer,es,17546225955757877359-1555285295.487,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113541426022321861240!2s0x0:0xf380b78af9afe86f?hl=en-US,José Benjamín Aranda,https://lh5.googleusercontent.com/-h_NRKa6_xwM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckKZBtecpDmQPWMcFoCguXvct_YJw/c0x00000000-cc-rp/photo.jpg,2019-04-11T04:24:00Z,3,Buena comida.,es,17546225955757877359-1554945881.147,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115744801138256638807!2s0x0:0xf380b78af9afe86f?hl=en-US,Martha Laura Covián,https://lh3.googleusercontent.com/a-/AOh14GjcoAF738uWFyUOHfwZWmZvIZXC2AZYKRGeiFyB=c0x00000000-cc-rp,2019-03-29T09:38:00Z,4,"Comida corrida muy sabrosa, sobre todo la opción de como segundo tiempo la barra de ensaladas frescas y variadas.
Lo único malo que ya tarde se va terminando las ensaladas y ya no incluyen lo que se va terminando.",es,17546225955757877359-1553841512.185,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113022881053631847760!2s0x0:0xf380b78af9afe86f?hl=en-US,chio britney,https://lh3.googleusercontent.com/-j4y5NxE-PEI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmLiUXh5vTlMZZnTa7q_CUIu5SJhg/c0x00000000-cc-rp/photo.jpg,2019-03-22T00:33:00Z,4,Lo que está muy bien es que hay barra de ensaladas.,es,17546225955757877359-1553204014.701,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s101544026025056298526!2s0x0:0xf380b78af9afe86f?hl=en-US,Natanael Plaza,https://lh3.googleusercontent.com/a-/AOh14Gg-PTYwszGe-7p1E8bR9n6xWrZIDQS2CVjqPJDahg4=c0x00000000-cc-rp,2019-03-07T17:12:00Z,5,Buen sazón,es,17546225955757877359-1551967979.235,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116952203223051682304!2s0x0:0xf380b78af9afe86f?hl=en-US,Oliver RamGa,https://lh3.googleusercontent.com/a-/AOh14GjP_r0oVCrsGwO3905uRvmwZlqEiuxBSBdf_yZGxv4=c0x00000000-cc-rp,2019-01-14T02:58:00Z,5,Buen lugar para desayunar o comer. Variedad de platillos y económico !!,es,17546225955757877359-1547423895.463,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111993217499686490972!2s0x0:0xf380b78af9afe86f?hl=en-US,Raquel Gonzalez,https://lh4.googleusercontent.com/-zy6DmZ6bNik/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmwB-lMQAJD8DnOaUQ9PeC2WEonkg/c0x00000000-cc-rp/photo.jpg,2018-12-26T09:31:00Z,5,Muy rica comida,es,17546225955757877359-1545805889.908,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116548714331510634547!2s0x0:0xf380b78af9afe86f?hl=en-US,Emmanuel Rosales Lezama,https://lh3.googleusercontent.com/a-/AOh14GjXRwicXNhkGRHQ0_ewULiOfGuZ0gbXw2NoqmHqHQ=c0x00000000-cc-rp,2018-12-16T10:40:00Z,4,La comida es excelente,es,17546225955757877359-1544946046.824,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117645641393121780768!2s0x0:0xf380b78af9afe86f?hl=en-US,Adrian Blanco,https://lh3.googleusercontent.com/a-/AOh14GiR96Lkcvb_zYZzKN0Ka9kRBeHInKe-XkGI52Gt4A=c0x00000000-cc-rp,2018-11-29T05:27:00Z,4,Muy rica la comida,es,17546225955757877359-1543458432.414,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s104050950960200055776!2s0x0:0xf380b78af9afe86f?hl=en-US,Daniela Robles,https://lh3.googleusercontent.com/a-/AOh14GgmLIUUfb8JPMHxk3FGmEeABoFZvZtZNJGKtcR0Xg=c0x00000000-cc-rp,2018-11-10T02:10:00Z,5,Muy buen servicio y buen sabor :-),es,17546225955757877359-1541805008.476,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s104512684541796298935!2s0x0:0xf380b78af9afe86f?hl=en-US,jesus Leonardo Mireles,https://lh3.googleusercontent.com/a-/AOh14Ghua3I8bUD74vE9XsYfLmwoww5t0KkxGNxlT4e-5A=c0x00000000-cc-rp,2018-10-15T22:05:00Z,5,Muy buena la comida,es,17546225955757877359-1539630347.506,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116193291031201525922!2s0x0:0xf380b78af9afe86f?hl=en-US,gayaneh varela,https://lh3.googleusercontent.com/a-/AOh14GgrpF66JrVHZnfHyjWTZX6pJDB32_kG38KpO-nc=c0x00000000-cc-rp,2018-10-09T09:20:00Z,5,"Las bombas, buenísimas!",es,17546225955757877359-1539066013.165,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115429691394297208496!2s0x0:0xf380b78af9afe86f?hl=en-US,Ignacio Morales,https://lh5.googleusercontent.com/-B9pdOYO7i6I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclrLSkKz57EEOcHGHApoOjs8wEQew/c0x00000000-cc-rp/photo.jpg,2018-10-01T20:04:00Z,3,El mesero se siente peor que el dueño,es,17546225955757877359-1538413496.359,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100388022121499659853!2s0x0:0xf380b78af9afe86f?hl=en-US,Gabrielle Séguin,https://lh3.googleusercontent.com/a-/AOh14GirN8levBv1ZeB66K6egXyp2FSKcRU-1bS4EKO3snA=c0x00000000-cc-rp,2018-09-27T01:28:00Z,4,Sencillamente rico,es,17546225955757877359-1538000916.693,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s104642107763239151546!2s0x0:0xf380b78af9afe86f?hl=en-US,kenni .Shawni,https://lh3.googleusercontent.com/a-/AOh14GhEEked-2BvM7H4Nbh9g5V8TJIlIH4AW00khIhofA=c0x00000000-cc-rp,2018-07-24T18:38:00Z,4,"Nice little restaurant. Good food, clean facility and friendly staff. I have to agree, the food takes a little longer but it's not terrible.",en,17546225955757877359-1532446739.555,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110427716654581225322!2s0x0:0xf380b78af9afe86f?hl=en-US,Leticia Sánchez,https://lh4.googleusercontent.com/-QoTxkMcEcSw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnD21LI6ZhI6IDgs6EqGSKGEmSm5Q/c0x00000000-cc-rp/photo.jpg,2018-06-26T18:56:00Z,3,"La comida tiene excelente sabor. Buen servicio.El café es pésimo, deberían cambiarlo.",es,17546225955757877359-1530028617.063,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111768494049336261226!2s0x0:0xf380b78af9afe86f?hl=en-US,CIBER XPRESS,https://lh3.googleusercontent.com/a-/AOh14GilPHbB7Vo_XGOPCbd_6eU2qXLOHknCFV0pw1lV=c0x00000000-cc-rp,2018-05-10T19:21:00Z,4,"Bonito y pequeño lugar en la colonia postal, buen sabor.",es,17546225955757877359-1525969285.723,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111183704879312198285!2s0x0:0xf380b78af9afe86f?hl=en-US,P. Duarte,https://lh3.googleusercontent.com/a-/AOh14GgkfDvae8wFs_wcEzTNrazEm7DHBDjUMQKMedPT6Q=c0x00000000-cc-rp,2018-04-18T06:37:00Z,3,"La comida es deliciosa, pero últimamente la limpieza les falla. A veces los trastes no están bien limpios y se nota que a veces la ensalada es del día anterior de lo que se les quedó.",es,17546225955757877359-1524022660.692,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117364301419823578438!2s0x0:0xf380b78af9afe86f?hl=en-US,Bky Rachl R G,https://lh3.googleusercontent.com/a-/AOh14GjWHdZoSQ3bPVyNB5VF3Hm8-Oc7VI4Pzbb1oATUL4Q=c0x00000000-cc-rp,2018-01-11T20:56:00Z,5,"Bueno para todos los gustos... veganos, carnívoros y omnivoros... Necesitas paciencia y quedarás satisfecho.",es,17546225955757877359-1515693365.866,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102502471490641047733!2s0x0:0xf380b78af9afe86f?hl=en-US,Alejandro Alcamtara,https://lh6.googleusercontent.com/-2og2xFOOc00/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucndszniWfGkVG1fm4K1QnNXM5M85w/c0x00000000-cc-rp/photo.jpg,2017-11-09T20:56:00Z,5,Exelente lugar la comida está de 10 y bien servicio,es,17546225955757877359-1510250190.793,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114148416868619022032!2s0x0:0xf380b78af9afe86f?hl=en-US,Rodrigo García,https://lh3.googleusercontent.com/a-/AOh14GjPs1rtf6AT5hq_rEMG9SVJrP1MlZG3Uw5M914_mw=c0x00000000-cc-rp,2017-09-07T00:26:00Z,4,"Muy buena comida, saludable y económica. El servicio algo lento pero hay que comer con calma",es,17546225955757877359-1504733189.192,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103451941912414582463!2s0x0:0xf380b78af9afe86f?hl=en-US,i Romi,https://lh3.googleusercontent.com/a-/AOh14GjO1Oeu9O8zJQhDUFi_R4qxP1LiaOTdVhb2J4ay1hA=c0x00000000-cc-rp,2017-08-20T06:35:00Z,4,Los desayunos muy ricos el único inconveniente que veo es que la música esta muy fuerte,es,17546225955757877359-1503200130.426,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s106966517030883772305!2s0x0:0xf380b78af9afe86f?hl=en-US,Alejandra Salinas,https://lh3.googleusercontent.com/-_eGce-u-1ew/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIqtdv7OMoTw1OvzCt4I6vTBJjyA/c0x00000000-cc-rp/photo.jpg,2017-07-07T22:52:00Z,5,Me encanta la comida de este lugar,es,17546225955757877359-1499457132.218,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111704589802938599306!2s0x0:0xf380b78af9afe86f?hl=en-US,Georgina Perla Peña Palma,https://lh3.googleusercontent.com/a-/AOh14Ghugk7QW-TiTwmmuk6Cpwf18KPq8f8DRO7JrLoLtQ=c0x00000000-cc-rp,2017-06-20T01:40:00Z,5,Excelente!!,es,17546225955757877359-1497912040.584,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103600640261642506672!2s0x0:0xf380b78af9afe86f?hl=en-US,Libertad Olivera,https://lh3.googleusercontent.com/a-/AOh14GhZI-WICmhO3tuXjzP78aHfbV8BjK4STL5dUH7Lvw=c0x00000000-cc-rp,2017-06-01T22:02:00Z,4,Buen sabor y servicio.,es,17546225955757877359-1496343753.012,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102821042465740767819!2s0x0:0xf380b78af9afe86f?hl=en-US,juan garcia canedo,https://lh5.googleusercontent.com/-Prl0Z-xPkmU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxkfsnCMhtBP7oA58KqGplhePjcg/c0x00000000-cc-rp/photo.jpg,2017-05-22T18:34:00Z,5,Una muy buena cerveza artesanal .....,es,17546225955757877359-1495467262.797,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s109858255698942735248!2s0x0:0xf380b78af9afe86f?hl=en-US,eduardo valdez,https://lh3.googleusercontent.com/a-/AOh14Gh6OgDNCLJolUKrQtXy3YwEIjipaej2zK_6XeLTgXU=c0x00000000-cc-rp,2017-04-12T23:23:00Z,5,Muy buena cocina enfrente servicio y lo que pides esta sabroso y bien hecho,es,17546225955757877359-1492028619.581,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114623195490255850239!2s0x0:0xf380b78af9afe86f?hl=en-US,Juan Montano,https://lh3.googleusercontent.com/a-/AOh14Gi2Ni8VA0j6ZrYF0MGBUwdd1EXLinLLqrqXutDzMbY=c0x00000000-cc-rp,2017-03-28T08:39:00Z,4,Prueben los desayunos,es,17546225955757877359-1490679554.411,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100696368949257405210!2s0x0:0xf380b78af9afe86f?hl=en-US,Madeira Mexico,https://lh3.googleusercontent.com/a-/AOh14GgPZ6rzknFOlTla3oKj9rM5qntkJ69b4paFHoZnTA=c0x00000000-cc-rp,2017-03-07T01:55:00Z,5,Excelente servicio y rico sazon. Porciones generosas y ambiente muy agradable,es,17546225955757877359-1488840958.319,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s106359067226364769949!2s0x0:0xf380b78af9afe86f?hl=en-US,luis olivares,https://lh3.googleusercontent.com/a-/AOh14GhLd6iJ__CQvoIid4h8xCB3G5jpDjeHK8NJc90Z3Q=c0x00000000-cc-rp,2017-02-17T03:35:00Z,4,Buena comida,es,17546225955757877359-1487291701.693,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110292218035016255661!2s0x0:0xf380b78af9afe86f?hl=en-US,Fernando Sánchez Juárez,https://lh3.googleusercontent.com/-dx5bynSY0DU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnAXhY76TWqfLmtpDNJ1J7h-2NdpA/c0x00000000-cc-rp/photo.jpg,2017-01-31T23:27:00Z,5,"Sin duda una buen lugar para comer, con excelente música ambiental, una pequeña joya en la colonia postal",es,17546225955757877359-1485894437.153,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102199609402715717254!2s0x0:0xf380b78af9afe86f?hl=en-US,Carlos Toledo,https://lh3.googleusercontent.com/a-/AOh14GgPiU0eg2zdkHmJ7g1BtyX5c3b0cpKE_udDUgaSbgE=c0x00000000-cc-rp,2017-01-22T04:52:00Z,5,Excelente.,es,17546225955757877359-1485049939.913,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103910760011714728309!2s0x0:0xf380b78af9afe86f?hl=en-US,Sonia,https://lh3.googleusercontent.com/a-/AOh14Gj4ggw20hGtuxoz3WDYYBF5FAfXHjqliw908VPugA=c0x00000000-cc-rp,2016-12-18T07:06:00Z,4,"Excelente comida corrida.  Buena atención aunque, si llevas prisa, no saldrás rápido.",es,17546225955757877359-1482033981.486,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103932852072731717817!2s0x0:0xf380b78af9afe86f?hl=en-US,Ivan Villeda Ortiz,https://lh3.googleusercontent.com/a-/AOh14GgCakS3_MXS_kweStS0I6T9x8Iq4aZOp_YPBfEoC50=c0x00000000-cc-rp,2016-12-10T06:48:00Z,5,"Muy buena la comida, ambiente familiar y música en vivo ""inolvidable"".",es,17546225955757877359-1481341718.22,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s108647139391929103356!2s0x0:0xf380b78af9afe86f?hl=en-US,ROSA MARIA CEBALLOS,https://lh3.googleusercontent.com/a-/AOh14Gjupg4EXUQMAg17Q7A9dUoVtfBmWxQLuSy-gNn9fw=c0x00000000-cc-rp,2016-11-23T03:23:00Z,4,Me gusta ahí como diario magnífica presentación comida rica,es,17546225955757877359-1479860580.627,ChIJ_6PxIP_-0YURb-iv-Yq3gPM
